class,tweet,CoNLL
1,should oscar go to  or computer that turned him into an ape?  no...the computerscience major movie,"1	shouldoscargotoorcomputerthatturnedhimintoanapexno	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	thecomputersciencemajormovie	_	G	G	_	-1	_	_	_"
1,  i am absolutely speechless.that bitch is crazy.,"1	iamabsolutelyspeechless	_	N	N	_	0	_	_	_
2	.	_	,	,	_	-1	_	_	_
3	thatbitchiscrazy	_	G	G	_	-1	_	_	_"
-1, ight nigga haha fucking queer has to clear his schedule,1	rightniggahahafuckingqueerhastoclearhisschedule	_	!	!	_	0	_	_	_
1, pussy,1	pussy	_	N	N	_	0	_	_	_
-1, back up faggot,1	backupfaggot	_	!	!	_	0	_	_	_
-1,burn bitch ,1	burnbitch	_	!	!	_	0	_	_	_
1,so just chill hoe,1	sojustchillhoe	_	!	!	_	0	_	_	_
1,"anyone want to share their thoughts on their mock draft?? just kidding. shut your filthy damned mouth, you clods.",1	anyonewanttosharetheirthoughtsontheirmockdraftjustkiddingshutyourfilthydamnedmouthyouclose	_	!	!	_	0	_	_	_
1,"don't dance, iggy. it's trash just like your music.",1	donutdanceiggyitstrashjustlikeyourmusic	_	!	!	_	0	_	_	_
-1,"  it's because you can't bend me, you can't buy me and you can't make me into your nigger farrakhan thetime",1	itsbecauseyoucantbendmeyoucantbuymeandyoucantmakemeintoyourniggerfarrakhantheme	_	L	L	_	0	_	_	_
-1, die in a car accident then faggot,1	dieinacaraccidentthenfaggot	_	!	!	_	0	_	_	_
1,  bitches ain't shit hoes ain't neither,1	bitchespaintshithoespaintneither	_	^	^	_	-1	_	_	_
1,    leave the bitching to the bitches ,1	leavethebitchingtothebitches	_	^	^	_	-1	_	_	_
1, bitch i'm starving,1	bitchimstarving	_	!	!	_	0	_	_	_
1,"   bitch for who, gap?   i'm a model yall bitches can't tell me nothin ",1	bitchforwhogapimamodelyallbitchescanttellmenothin	_	N	N	_	0	_	_	_
1,a girl who getting it in school and work.... i applaud you y'all the real bitches y'all doing what you do and doing it well,"1	agirlwhogettingitinschoolandwork	_	!	!	_	0	_	_	_
2	....	_	,	,	_	-1	_	_	_
3	iapplaudyouyalltherealbitchesyalldoingwhatyoudoanddoingitwell	_	G	G	_	-1	_	_	_"
1,"that, and we spent half of our junior year and most of our senior year bitching at each other for being dumb bitches. sooo there's that too.",1	thatandwespenthalfofourjunioryearandmostofoursenioryearbitchingateachotherforbeingdumbbitchessoootheresthattoo	_	!	!	_	0	_	_	_
1, niggas whole hoes out here cuz couldn't had said it better..,1	niggawholehoesoutherecuzcouldnthadsaiditbetter	_	N	N	_	0	_	_	_
-1, all us beaners were pissed like robert when the jew ref stopped it,1	allusbearerswerepissedlikerobertwhenthejewrefstoppedit	_	!	!	_	0	_	_	_
1,captain save a hoe is the most annoying phrase,1	captainsaveahoeisthemostannoyingphrase	_	!	!	_	0	_	_	_
-1,  you're a coon,1	youreacoon	_	!	!	_	0	_	_	_
-1,   sav is a fag,1	savisafag	_	!	!	_	0	_	_	_
1,beat the pussy in so well her shit still hurting from a week ago,1	beatthepussyinsowellhershitstillhurtingfromaweekago	_	!	!	_	0	_	_	_
1,skating is for trash.,1	skatingisfortrash	_	!	!	_	0	_	_	_
-1, u see a lame in that pic ofmine due to your infatuation with niggers. im hebrew i fite the children of satan in the streets,1	useealameinthatpiconlineduetoyourinfatuationwithniggersimhebrewifivethechildrenofsataninthestreets	_	^	^	_	-1	_	_	_
-1,man  ducked me like a true hick. would have split that white trash faggot lid,1	manduckedmelikeatruehickswouldhavesplitthatwhitetrashfaggotlid	_	!	!	_	0	_	_	_
1, jordyn stays making fun of how i eat like a little bitch,1	jordynstaysmakingfunofhowieatlikealittlebitch	_	!	!	_	0	_	_	_
1,  that hoe wanta 6/6.,1	thathoewanta66	_	$	$	_	-1	_	_	_
1,all of us on twitter do that already shutupcrybaby lol   i need. one of you to step up and volunteer to listen to me bitch.,1	allofusontwitterdothatalreadyshutupcrybabylolineedoneofyoutostepupandvolunteertolistentomebitch	_	!	!	_	0	_	_	_
1,  us ghettos-driven by lib ideology;forged by unions;bankrupted by self-serving ds catering 2parasites tcot ,"1	usghettos-drivenbylibideology	_	^	^	_	3	_	_	_
2	;	_	,	,	_	-1	_	_	_
3	forgedbyunions	_	N	N	_	0	_	_	_
4	;	_	,	,	_	-1	_	_	_
5	bankruptedbyself-servingdscateringparasitescot	_	!	!	_	0	_	_	_"
1,"these nigs is haters man, and i've made myself so easy to luv",1	theserigsishatersmanyandivemademyselfsoeasytoluv	_	^	^	_	-1	_	_	_
1,i think you a fat bitch if i never see ya body on the tl and you got nothing but neck up avi's,1	ithinkyouafatbitchifineverseeyabodyonthetlandyougotnothingbutneckupavis	_	L	L	_	0	_	_	_
-1,  i wasn't serious bitch  bitch them niggas i named ain't fuccing witcho ass  we all just making shit up ,1	iwasntseriousbitchbitchthemniggainamedpaintfuckingwitchasswealljustmakingshitup	_	!	!	_	0	_	_	_
-1,  fucking chinks in clash of clans always fuck me up. bitch ass kamikaze faggots.,1	fuckingchinksinclashofclansalwaysfuckmeupbitchasskamikazefaggots	_	!	!	_	0	_	_	_
1,  team no hoes ,1	teamnohoes	_	^	^	_	-1	_	_	_
-1,kanye west is a faggot,1	kanyewestisafaggot	_	!	!	_	0	_	_	_
1,am i the inly one seeing austin rivers out play  bitch ass tonite?,1	amitheonlyoneseeingaustinriversoutplaybitchasstonite	_	!	!	_	0	_	_	_
1,   on mammas ig aint ready for ma wcw's .. i got sum bad bitches up ma sleeve boi lol magician ass nigga lmao,1	onmammasigpaintreadyformacwstoigotsumbadbitchesupmasleeveboilolmagicianassniggalmao	_	!	!	_	0	_	_	_
1,uncalled for  all trash  16. which one the best? ,1	uncalledforalltrash16whichonethebest	_	!	!	_	0	_	_	_
1,"  obama is allowing millions of illegal aliens, drug cartels, and terrorists to enter our open borders...liberal retards","1	obamaisallowingmillionsofillegalaliensdrugcartelsandterroriststoenterouropenborders	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	liberalretards	_	G	G	_	-1	_	_	_"
1, yeah bitch hit me up when you get friend zoned brody ,1	yeahbitchhitmeupwhenyougetfriendzonedbrody	_	!	!	_	0	_	_	_
1,poppy give me discounts bitch i get it for the lowww....naw fareal tho,"1	poppygivemediscountsbitchigetitforthelowww	_	G	G	_	-1	_	_	_
2	....	_	,	,	_	-1	_	_	_
3	nawarealtho	_	G	G	_	-1	_	_	_"
1,  you officially brought flopping to football  congrats on being a pussy...  ,"1	youofficiallybroughtfloppingtofootballcongratsonbeingapussy	_	G	G	_	-1	_	_	_
2	...	_	~	~	_	-1	_	_	_"
1,"  i hate seeing people with money spend it on stupid shit, you don't need 11 tvs ; a shark tank you twat",1	ihateseeingpeoplewithmoneyspenditonstupidshityoudonutneed11tvspasharktankyoutwat	_	!	!	_	0	_	_	_
-1,  hoe don't make me put up screenshots of your texts to me hoe,1	hoedonutmakemeputupscreenshotsofyourtextstomehoe	_	!	!	_	0	_	_	_
-1,literally every man in my fam copped a bad white bitch as a wife. i ain't even boutta break da chain. unless a latina comes around,1	literallyeverymaninmyfamcoppedabadwhitebitchasawifeipaintevenouttabreakdachainunlessalatinacomesaround	_	!	!	_	0	_	_	_
1,   naw really bitch i mean yo address,1	nawreallybitchimeanyoaddress	_	N	N	_	0	_	_	_
-1," most of these people are followers of followers of truth, but they themselves are still niggers... their outlook, mind ; all.","1	mostofthesepeoplearefollowersoffollowersoftruthbuttheythemselvesarestillniggers	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	theiroutlookmindpall	_	G	G	_	-1	_	_	_"
1, lol nigga just walk in that hoe looking for girls don't even wanna buy nothing,1	lolniggajustwalkinthathoelookingforgirlsdonutevenwannabuynothing	_	!	!	_	0	_	_	_
-1,  i saw a great chimpout 2 summers ago. a middle aged salvadoran and his 15 yr old son got wasted by 6 beaners at the metlife ,1	isawagreatchillout2summersagoamiddleagedsalvadoranandhis15yroldsongotwastedby6bearersatthemetlife	_	L	L	_	0	_	_	_
-1,  furrybah *in my paypay voice*   the hoes are for everybody my nigga,1	furrybahinmypaypayvoicethehoesareforeverybodymynigga	_	!	!	_	0	_	_	_
-1, omg gtfo white faggot,1	omggtfowhitefaggot	_	!	!	_	0	_	_	_
1,"nicholas rushlow, wearing lucky yellow shirt, nails theophylline - bitter crystalline compound extracted from tea leaves spellingbee","1	nicholasrushlow	_	!	!	_	0	_	_	_
2	,	_	,	,	_	-1	_	_	_
3	wearingluckyyellowshirtnailstheophyllinepbittercrystallinecompoundextractedfromtealeavesspellingbee	_	!	!	_	0	_	_	_"
1,"  if preferring to be barefoot makes me a basic bitch, sign me up. do i get a free mason jar?",1	ifpreferringtobebarefootmakesmeabasicbitchsignmeupdoigetafreemasonjar	_	L	L	_	0	_	_	_
-1,  i color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.,1	icolormyentirearmblackwithasharpieandfistmywifesassholejustsosheknowswhataniggerdickfeelslike	_	L	L	_	0	_	_	_
-1,"  ur a faggot if you change your name to your bday just so you can get bday tweets. this aint fb nigga, fuck yo birthday",1	urafaggotifyouchangeyournametoyourbdayjustsoyoucangetbdaytweetsthispaintfbniggafuckyobirthday	_	!	!	_	0	_	_	_
1,"if its 64 dont eem try me.  nigga that talk the most trash in smash bros be the shittiest, these are facts","1	ifits64dontseemtrymeniggathattalkthemosttrashinsmashbrosbetheshittiest	_	!	!	_	0	_	_	_
2	,	_	,	,	_	-1	_	_	_
3	thesearefacts	_	^	^	_	0	_	_	_"
1,i think ai havent looked at a cloud in a whole minute cus them hoes moving fast asf rn.,1	ithinkaihaventlookedatacloudinawholeminutecusthemhoesmovingfastasrna	_	!	!	_	0	_	_	_
1,got my vans on.. my pockets chunky,1	gotmyvansonmypocketschunky	_	!	!	_	0	_	_	_
-1,  niggers are so ignorant ,1	niggersaresoignorant	_	!	!	_	0	_	_	_
1,  i am so jealous of bitches who can squirt ,1	iamsojealousofbitcheswhocansquirt	_	!	!	_	0	_	_	_
1,all i eva wanted was some muh fuckin guala,1	allievawantedwassomemuhfuckingala	_	!	!	_	0	_	_	_
1,"he hit me with  if i tell you who i'm fucking you can't say shit bitch, but her head game on point  rns",1	hehitmewithifitellyouwhoimfuckingyoucantsayshitbitchbutherheadgameonpointrns	_	!	!	_	0	_	_	_
1,  this bitch was so ungrateful  ,1	thisbitchwassoungrateful	_	!	!	_	0	_	_	_
1,this bitch tryna eat peanuts i'm tryna eat steak an shit bitch don't know nothing about grindin,1	thisbitchtrnaeatpeanutsimtrnaeatsteakanshitbitchdonutknownothingaboutgrindin	_	N	N	_	0	_	_	_
-1,  well he is at genos. so he is the ultimate faggot,1	wellheisatgenessoheistheultimatefaggot	_	!	!	_	0	_	_	_
-1, niggas probably be watching me like look at this uncle tom ass rasta,1	niggaprobablybewatchingmelikelookatthisuncletomassrasta	_	!	!	_	0	_	_	_
-1,   look at this nigger ass nigger shit right here,1	lookatthisniggerassniggershitrighthere	_	!	!	_	0	_	_	_
1,"didn't get to hit the slopes today, but snowboarding lessons first thing in the morning excited",1	didntgettohittheslopestodaybutsnowboardinglessonsfirstthinginthemorningexcited	_	!	!	_	0	_	_	_
1,as a man ... i feel like you a bitch if you living off a female . havin her buy all yo shit fucc that never be dependent on someone,"1	asaman	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	ifeellikeyouabitchifyoulivingoffafemalephavinherbuyallyoshitfuckthatneverbedependentonsomeone	_	L	L	_	0	_	_	_"
1,  niggas get married and start dissin single bitches smh   you bitches want allowance and $200 dates and still singl,1	niggagetmarriedandstartdissingsinglebitchessmhyoubitcheswantallowanceand200datesandstillsingle	_	!	!	_	0	_	_	_
-1, i'm a faggot :/,1	imafaggotto	_	!	!	_	0	_	_	_
1,i got the streets ina headlock i got yo bitch ina leg lock i do not fuck with the fed cops ,1	igotthestreetsinaheadlockigotyobitchinaleglockidonotfuckwiththefedcops	_	L	L	_	0	_	_	_
1,"i fight for what i love, but you make something of bitches i think nothing of.",1	ifightforwhatilovebutyoumakesomethingofbitchesithinknothingof	_	!	!	_	0	_	_	_
-1,  if some little fucking faggot spits in my food i swear to god id tear your fucking arms off ,1	ifsomelittlefuckingfaggotspitsinmyfoodisweartogodidtearyourfuckingarmsoff	_	!	!	_	0	_	_	_
1,"i want some cookies, brownies and ice cream. ",1	iwantsomecookiesbrowniesandicecream	_	!	!	_	0	_	_	_
-1,only fags say swag shits mad retarded.,1	onlyfagssayswagshitsmadretarded	_	!	!	_	0	_	_	_
-1,if yer gonna continue to be a contrarian bitch... go die then. i've no time for such trifling,"1	ifyergonnacontinuetobeacontrarianbitch	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	godiethenivenotimeforsuchtrifling	_	!	!	_	0	_	_	_"
1,"crying to the g20 that some americans don't like you ; 'might' call you names, we call that being a crybaby bitch; 0bama.",1	cryingtotheg20thatsomeamericansdonutlikeyoupmightcallyounameswecallthatbeingacrybabybitchobama	_	!	!	_	0	_	_	_
-1,"  well, maryland is just a bunch of hateful rednecks, anyway.",1	wellmarylandisjustabunchofhatefulrednecksanyway	_	!	!	_	0	_	_	_
1,ima spread that pussy out like a acre,1	imaspreadthatpussyoutlikeaacre	_	L	L	_	0	_	_	_
-1,you ain't gunna do shit spear chucker,1	youpaintgunnadoshitspearchucker	_	!	!	_	0	_	_	_
1,my bitch ass buddy pmo,1	mybitchassbuddypmo	_	!	!	_	0	_	_	_
-1, you call  house nigger and she's the racist? fathom the hypocrisy in that statement.,1	youcallhouseniggerandshestheracistfathomthehypocrisyinthatstatement	_	!	!	_	0	_	_	_
-1,  if i dont get drafted for the squad we gonna have some problems drop the faggot jesus,1	ifidontgetdraftedforthesquadwegonnahavesomeproblemsdropthefaggotjesus	_	L	L	_	0	_	_	_
1,when robinson cano left the yankees they were selling his jersey for $25. when aaron hernandez went to jail they sold his for $10.,1	whenrobinsoncanolefttheyankeestheyweresellinghisjerseyfor25whenaaronhernandezwenttojailtheysoldhisfor10	_	!	!	_	0	_	_	_
-1,  dead    when ur fuckin and her pussy stank but u have really good friends........... ht,"1	deadwhenurfuckinandherpussystankbutuhavereallygoodfriends	_	^	^	_	0	_	_	_
2	...........	_	,	,	_	-1	_	_	_
3	ht	_	U	U	_	-1	_	_	_"
-1," welcome to the movement. anyone who gets even minor publicity is a queer, fed, or jew (well, according to the internet).",1	welcometothemovementanyonewhogetsevenminorpublicityisaqueerfedorjewwellaccordingtotheinternet	_	!	!	_	0	_	_	_
1,i'm a bitch,1	imabitch	_	!	!	_	0	_	_	_
-1,   bernstine is chi sox jew fag.,1	bernsteinischisoxjewfag	_	!	!	_	0	_	_	_
1,  joseline in the audience mad than a bitch,1	roselineintheaudiencemadthanabitch	_	!	!	_	0	_	_	_
-1," drakes new shoes that will be released by nike/jordan.... yes, there's glitter on the shoes  ....dudes a fag","1	drakenewshoesthatwillbereleasedbynike/jordan	_	^	^	_	0	_	_	_
2	....	_	,	,	_	-1	_	_	_
3	yestheresglitterontheshoes	_	G	G	_	-1	_	_	_
4	....	_	,	,	_	-1	_	_	_
5	dudesafag	_	!	!	_	0	_	_	_"
-1,   i'd rather be from a rancho then live in ghetto ass urban areas with niggers and nigger impersonators. adopting ni,1	idratherbefromaranchothenliveinghettoassurbanareaswithniggersandniggerimpersonatoradoptingni	_	!	!	_	0	_	_	_
1,if thats what yall hoes want then fuck it.,1	ifthatswhatyallhoeswantthenfuckit	_	!	!	_	0	_	_	_
1,  i hate wen hoes lie and say i fucked em signedtothestreets2,1	ihatewenhoeslieandsayifuckedemsignedtothestreets2	_	$	$	_	-1	_	_	_
1,  great reply except it was trash,1	greatreplyexceptitwastrash	_	!	!	_	0	_	_	_
-1, pats owner is a kike.,1	patsownerisakikes	_	N	N	_	0	_	_	_
1,  i probably am mentally retarded,1	iprobablyammentallyretarded	_	!	!	_	0	_	_	_
-1,   yea u stupid faggot. i'm not leaving till like 5-6pm. want a ride?,1	yeaustupidfaggotsimnotleavingtilllike56pmwantaride	_	!	!	_	0	_	_	_
-1, shut up chink.,1	shutupchinks	_	^	^	_	-1	_	_	_
-1, faggot,1	faggot	_	N	N	_	0	_	_	_
-1," huh, lol mad nigger is mad",1	huhlolmadniggerismad	_	!	!	_	0	_	_	_
1,"  i'm trynna find me a wifey type, not a hoe type.",1	imtrynkafindmeawifeytypenotahoetype	_	L	L	_	0	_	_	_
-1, do i have to repeat myself u white trash,1	doihavetorepeatmyselfuwhitetrash	_	!	!	_	0	_	_	_
1, real shit bro yo hoe told me if smoothie king had straws i ca fuck,1	realshitbroyohoetoldmeifsmoothiekinghadstrawsicafuck	_	!	!	_	0	_	_	_
-1,i still think snap chat for faggots and high schoolers,1	istillthinksnapchatforfaggotsandhighschoolers	_	L	L	_	0	_	_	_
1, you let me know then lol i'll go over and kill all them hoes,1	youletmeknowthenlolillgooverandkillallthemhoes	_	!	!	_	0	_	_	_
-1,"cant wait to humble these niggas in the playoffs again. until then, good job hoes",1	cantwaittohumbletheseniggaintheplayoffsagainuntilthengoodjobhoes	_	^	^	_	-1	_	_	_
1,you fucking pussy you couldn't even beat your dick. - angry youtube comment,1	youfuckingpussyyoucouldntevenbeatyourdickpangryyoutubecomment	_	!	!	_	0	_	_	_
-1,eh bitch? how about you worry about your own psychotic ass. looks like you need to be saved from being a noisy bitch  cantstanducunt,1	ehbitchhowaboutyouworryaboutyourownpsychoticasslookslikeyouneedtobesavedfrombeinganoisybitchcantstanducunt	_	!	!	_	0	_	_	_
1,somebody tell these pussy niggas i got em i got em,1	somebodytellthesepussyniggaigotemigotem	_	!	!	_	0	_	_	_
-1,gabby's a bitch and has two accounts,1	gabbyabitchandhastwoaccounts	_	!	!	_	0	_	_	_
1,  .  because outman is a brand-new yankees and because girardi will never use 3 relievers when he can use 6.,1	pbecausegutmanisabrandoneyankeesandbecausegirardiwillneveruse3relieverswhenhecanuse6	_	$	$	_	-1	_	_	_
-1,' happppppy birthdayyyy  lol . niggahs is really 21 in this bitch  . ,1	phappppppybirthdayyyylolpnigglesisreally21inthisbitchp	_	!	!	_	0	_	_	_
-1, faggot,1	faggot	_	N	N	_	0	_	_	_
1,see my nig  today somebody who understands the music like me ,1	seemybigtodaysomebodywhounderstandsthemusiclikeme	_	!	!	_	0	_	_	_
-1, your so fucking retared its not even funny bitch im going to sleep u,1	yoursofuckingretireditsnotevenfunnybitchimgoingtosleepu	_	!	!	_	0	_	_	_
1,  you talkinfgalot of shit but you cant back dem words up tho bitch ass nigga u not talking about fighting,1	youtalkinfgalotofshitbutyoucantbackdemwordsupthobitchassniggaunottalkingaboutfighting	_	!	!	_	0	_	_	_
1,  if we're together  and you don't like that bitch  i don't like that bitch either  ,1	ifweretogetherandyoudonutlikethatbitchidonutlikethatbitcheither	_	L	L	_	0	_	_	_
-1,  it's 2014 ; you niggas still runnin round sayin yall don't eat pussy. y'all must be suckin dick.,1	its2014pyouniggastillrunninroundsayinyalldonuteatpussyyallmustbesuckindick	_	L	L	_	0	_	_	_
-1,  lmao you stupid nigger,1	lmaoyoustupidnigger	_	!	!	_	0	_	_	_
1,shout out to pullz cuz i kno if i was trash he would have kept it a buck... i swear he had every i made jus cuz n actually bump dem too,"1	shoutouttopullcuziknoifiwastrashhewouldhavekeptitabuck	_	G	G	_	-1	_	_	_
2	...	_	,	,	_	-1	_	_	_
3	iswearhehadeveryimadejuscuznactuallybumpdemtoo	_	!	!	_	0	_	_	_"
1,  braxton curti a hoe ass nigga and wen i see him i'ma smack him like da lil bitch he is 300,1	braxtoncurtisahoeassniggaandweniseehimirmasmackhimlikedalilbitchheis300	_	$	$	_	-1	_	_	_
-1,apaches' 30 mm rounds turn jihadis into tomato soup    ,1	apache30mmroundsturnjihadisintotomatosoup	_	!	!	_	0	_	_	_
-1, the fuck r u talking about i told u once and am going to tell u against nigga i love white bitch gtf bro,1	thefuckrutalkingaboutitolduonceandamgoingtotelluagainstniggailovewhitebitchgtbro	_	!	!	_	0	_	_	_
-1,"  is bored supposed to be cute, you faggot? sometimes",1	isboredsupposedtobecuteyoufaggotssometimes	_	L	L	_	0	_	_	_
1,  mayweather a lil bitch this nigga out here dancing,1	mayweatheralilbitchthisniggaoutheredancing	_	!	!	_	0	_	_	_
-1,"not all straight men - i am frustrated. unlike on okcupid, queer folks dont have the ability to block... ","1	notallstraightmenpiamfrustratedunlikeonokcupidqueerfolksdonthavetheabilitytoblock	_	G	G	_	-1	_	_	_
2	...	_	~	~	_	-1	_	_	_"
-1, chink eyed ,1	chinkeyed	_	!	!	_	0	_	_	_
1,  random hoe: so i heard..me: ,"1	randomhoesoiheard	_	!	!	_	0	_	_	_
2	..	_	,	,	_	-1	_	_	_
3	me	_	O	O	_	0	_	_	_
4	:	_	,	,	_	-1	_	_	_"
-1, i live in the eye of a white trash hurricane. milwaukie or. where people use bikes bc of dui's not to save the environment.,1	iliveintheeyeofawhitetrashhurricanemilwaukieorwherepeopleusebikesbcofduisnottosavetheenvironment	_	!	!	_	0	_	_	_
